customer_id,first_name,last_name,email,signup_date,acquisition_channel,customer_segment,city,country,first_purchase_date,last_purchase_date,frequency,gross_monetary,total_refunded,net_monetary,total_quantity,returns_count,recency,return_rate,tenure_days
CUST00716,Oliver,Anderson,oliver.anderson19@example.com,2026-03-29,Organic,,Miami,United States,2026-04-06,2026-06-20,6,680.8199999999999,202.66,478.15999999999997,11,2,11.0,0.3333333333333333,94
CUST00717,Emma,Hernandez,emma.hernandez43@example.com,2024-04-17,Google Ads,,Chicago,United States,2025-11-20,2025-11-20,1,66.72,0.0,66.72,1,0,223.0,0.0,805
CUST00718,Avery,Gonzalez,avery.gonzalez30@example.com,2026-01-19,Google Ads,,Los Angeles,United States,2026-01-20,2026-05-19,2,162.87,47.21,115.66,2,1,43.0,0.5,163
CUST00719,Mia,Martin,mia.martin88@example.com,2025-05-09,Organic,,Seattle,United States,2025-05-26,2026-06-03,10,1353.98,96.34,1257.6399999999999,12,1,28.0,0.1,418
CUST00720,Abigail,Garcia,abigail.garcia87@example.com,2025-03-20,Google Ads,,Los Angeles,United States,2026-03-14,2026-03-14,1,71.06,0.0,71.06,1,0,109.0,0.0,468
CUST00721,Mia,Miller,mia.miller34@example.com,2025-02-23,Email,,Austin,United States,2026-05-06,2026-05-06,1,95.16,0.0,95.16,2,0,56.0,0.0,493
CUST00722,Isabella,Perez,isabella.perez46@example.com,2024-10-31,Google Ads,,New York,United States,2025-01-17,2026-04-27,6,412.83,119.4,293.43,7,1,65.0,0.16666666666666666,608
CUST00723,Charlotte,Jackson,charlotte.jackson80@example.com,2025-05-17,Google Ads,,San Francisco,United States,2025-07-04,2026-05-26,10,1102.5,88.07,1014.4300000000001,15,1,36.0,0.1,410
CUST00724,Emma,Wilson,emma.wilson21@example.com,2024-10-28,Organic,,Denver,United States,2024-12-02,2026-06-04,12,1205.72,213.45,992.27,15,3,27.0,0.25,611
CUST00725,Mason,Miller,mason.miller22@example.com,2024-01-27,Google Ads,,Miami,United States,2024-10-14,2026-03-15,5,476.84,0.0,476.84,6,0,108.0,0.0,886
CUST00726,Olivia,Thomas,olivia.thomas24@example.com,2024-11-11,Organic,,Boston,United States,2024-12-27,2026-03-24,8,1888.6399999999999,0.0,1888.6399999999999,13,0,99.0,0.0,597
CUST00727,Mason,Lewis,mason.lewis94@example.com,2024-09-28,Google Ads,,Austin,United States,2025-07-08,2026-02-26,2,231.22,0.0,231.22,2,0,125.0,0.0,641
CUST00728,Charlotte,Garcia,charlotte.garcia57@example.com,2025-01-25,Meta Ads,,Boston,United States,2025-01-26,2025-08-10,5,440.31,0.0,440.31,5,0,325.0,0.0,522
CUST00729,Liam,Rodriguez,liam.rodriguez66@example.com,2025-04-21,Google Ads,,Miami,United States,2025-04-26,2025-04-26,1,178.77,0.0,178.77,3,0,431.0,0.0,436
CUST00730,Evelyn,Johnson,evelyn.johnson29@example.com,2026-02-09,Email,,Los Angeles,United States,2026-06-08,2026-06-08,1,61.24,0.0,61.24,1,0,23.0,0.0,142
CUST00731,Olivia,Perez,olivia.perez54@example.com,2025-07-08,Meta Ads,,Denver,United States,2025-10-19,2026-06-17,3,313.34,0.0,313.34,4,0,14.0,0.0,358
CUST00732,Elijah,Moore,elijah.moore17@example.com,2025-01-31,Organic,,Seattle,United States,2026-03-18,2026-03-18,1,222.87,0.0,222.87,3,0,105.0,0.0,516
CUST00733,Ethan,Perez,ethan.perez70@example.com,2025-08-09,Organic,,Boston,United States,2025-08-25,2026-06-24,10,1578.8700000000001,223.15,1355.72,14,1,7.0,0.1,326
CUST00734,James,Williams,james.williams60@example.com,2026-01-01,Google Ads,,Denver,United States,2026-04-24,2026-04-24,1,111.67,0.0,111.67,1,0,68.0,0.0,181
CUST00735,Avery,Taylor,avery.taylor83@example.com,2025-11-24,Referral,,Chicago,United States,2026-01-02,2026-01-02,1,360.24,0.0,360.24,3,0,180.0,0.0,219
CUST00736,Noah,Harris,noah.harris67@example.com,2024-06-26,Referral,,Chicago,United States,2025-01-11,2026-06-02,9,1186.26,0.0,1186.26,17,0,29.0,0.0,735
CUST00737,Sophia,Sanchez,sophia.sanchez34@example.com,2024-05-09,Google Ads,,Los Angeles,United States,2025-06-29,2026-05-15,3,486.2,110.58,375.62,3,1,47.0,0.3333333333333333,783
CUST00738,Henry,Wilson,henry.wilson35@example.com,2025-10-04,Google Ads,,Denver,United States,2025-10-14,2026-05-15,6,685.14,64.13,621.01,8,1,47.0,0.16666666666666666,270
CUST00739,Isabella,Hernandez,isabella.hernandez18@example.com,2024-03-30,Meta Ads,,Seattle,United States,2024-08-13,2025-04-15,2,188.29000000000002,0.0,188.29000000000002,2,0,442.0,0.0,823
CUST00740,Ethan,Hernandez,ethan.hernandez45@example.com,2025-06-16,Meta Ads,,New York,United States,2025-08-19,2026-05-26,5,621.82,0.0,621.82,5,0,36.0,0.0,380
CUST00741,Michael,Thompson,michael.thompson89@example.com,2025-08-24,Meta Ads,,Seattle,United States,2026-03-04,2026-03-04,1,114.16,114.16,0.0,1,1,119.0,1.0,311
CUST00742,Noah,Wilson,noah.wilson29@example.com,2024-05-31,Email,,Denver,United States,2024-09-18,2024-09-18,1,38.78,0.0,38.78,1,0,651.0,0.0,761
CUST00743,Elizabeth,Brown,elizabeth.brown23@example.com,2025-07-30,Organic,,Miami,United States,2025-12-31,2026-05-09,2,296.37,219.9,76.47,3,1,53.0,0.5,336
CUST00744,Daniel,Moore,daniel.moore54@example.com,2025-02-24,Google Ads,,Boston,United States,2025-03-13,2025-03-13,1,77.42,0.0,77.42,1,0,475.0,0.0,492
CUST00745,Evelyn,Martin,evelyn.martin70@example.com,2024-02-08,Google Ads,,Seattle,United States,2024-03-17,2026-05-17,8,1029.97,124.24,905.73,14,1,45.0,0.125,874
CUST00746,Ava,Martin,ava.martin87@example.com,2025-11-28,Email,,New York,United States,2025-12-08,2025-12-08,1,158.62,0.0,158.62,1,0,205.0,0.0,215
CUST00747,Charlotte,Lewis,charlotte.lewis52@example.com,2025-12-08,Google Ads,,Boston,United States,2026-01-02,2026-03-23,3,268.88,0.0,268.88,3,0,100.0,0.0,205
CUST00748,Logan,Rodriguez,logan.rodriguez57@example.com,2024-01-21,Meta Ads,,Miami,United States,2025-06-26,2025-08-21,3,535.48,26.44,509.04,5,1,314.0,0.3333333333333333,892
CUST00749,James,Rodriguez,james.rodriguez72@example.com,2025-12-13,Email,,Houston,United States,2026-03-09,2026-06-22,5,552.8299999999999,74.61,478.22,8,1,9.0,0.2,200
CUST00750,Ava,Martinez,ava.martinez66@example.com,2026-03-03,Organic,,Miami,United States,2026-03-09,2026-06-24,15,1602.75,223.08999999999997,1379.66,19,2,7.0,0.13333333333333333,120
CUST00751,Jacob,Wilson,jacob.wilson87@example.com,2025-10-23,Google Ads,,Boston,United States,2026-02-08,2026-02-08,1,22.79,0.0,22.79,1,0,143.0,0.0,251
CUST00752,Sophia,Robinson,sophia.robinson62@example.com,2026-01-28,Meta Ads,,Austin,United States,2026-02-18,2026-06-22,7,918.9,136.04,782.86,9,2,9.0,0.2857142857142857,154
CUST00753,Daniel,Lopez,daniel.lopez17@example.com,2025-06-11,Organic,,Los Angeles,United States,2025-10-07,2026-05-22,7,1306.66,0.0,1306.66,12,0,40.0,0.0,385
CUST00754,James,Thompson,james.thompson74@example.com,2025-02-17,Google Ads,,Austin,United States,2025-05-28,2026-06-08,5,904.45,0.0,904.45,7,0,23.0,0.0,499
CUST00755,Avery,Jackson,avery.jackson13@example.com,2024-06-26,Google Ads,,Houston,United States,2024-08-04,2026-06-10,7,835.86,0.0,835.86,9,0,21.0,0.0,735
CUST00756,Sofia,Johnson,sofia.johnson41@example.com,2024-02-03,Meta Ads,,San Francisco,United States,2025-10-14,2025-10-14,1,118.83,0.0,118.83,1,0,260.0,0.0,879
CUST00757,Emily,Miller,emily.miller45@example.com,2025-01-12,Organic,,Austin,United States,2025-04-29,2026-02-16,4,382.96,0.0,382.96,5,0,135.0,0.0,535
CUST00758,Charlotte,Lee,charlotte.lee25@example.com,2025-11-28,Google Ads,,San Francisco,United States,2025-12-04,2026-05-18,3,179.59,0.0,179.59,4,0,44.0,0.0,215
CUST00759,Mason,Martin,mason.martin67@example.com,2024-06-30,Referral,,Boston,United States,2024-07-10,2026-05-31,17,2710.98,270.86,2440.12,27,2,31.0,0.11764705882352941,731
CUST00760,Evelyn,Moore,evelyn.moore54@example.com,2024-12-18,Google Ads,,Miami,United States,2025-03-02,2026-06-02,3,256.51,146.15,110.36,3,2,29.0,0.6666666666666666,560
CUST00761,Jacob,Clark,jacob.clark98@example.com,2024-04-02,Google Ads,,Seattle,United States,2024-07-16,2026-04-29,7,1104.06,199.37,904.69,11,1,63.0,0.14285714285714285,820
CUST00762,Liam,Garcia,liam.garcia83@example.com,2026-03-09,Referral,,Houston,United States,2026-03-14,2026-06-07,5,411.98,0.0,411.98,6,0,24.0,0.0,114
CUST00763,Abigail,Davis,abigail.davis96@example.com,2024-07-30,Google Ads,,Seattle,United States,2025-12-24,2026-06-17,3,546.8,122.27,424.53,4,1,14.0,0.3333333333333333,701
CUST00764,Harper,Smith,harper.smith97@example.com,2024-01-10,Meta Ads,,Chicago,United States,2024-09-14,2025-07-29,3,479.69,0.0,479.69,4,0,337.0,0.0,903
CUST00765,Abigail,Garcia,abigail.garcia86@example.com,2024-01-09,Google Ads,,Denver,United States,2025-03-01,2025-08-03,2,208.37,40.38,167.99,2,1,332.0,0.5,904
CUST00766,Michael,Martinez,michael.martinez92@example.com,2024-10-08,Meta Ads,,Seattle,United States,2025-06-14,2025-09-07,2,45.69,0.0,45.69,2,0,297.0,0.0,631
CUST00767,Daniel,Lopez,daniel.lopez68@example.com,2024-09-15,Google Ads,,Miami,United States,2024-10-11,2026-06-20,6,900.09,252.25,647.84,9,1,11.0,0.16666666666666666,654
CUST00768,Henry,Taylor,henry.taylor89@example.com,2025-02-10,Email,,New York,United States,2025-12-25,2025-12-25,1,184.56,0.0,184.56,3,0,188.0,0.0,506
CUST00769,Harper,Perez,harper.perez57@example.com,2025-07-28,Email,,Denver,United States,2026-06-25,2026-06-25,1,139.2,0.0,139.2,3,0,6.0,0.0,338
CUST00770,James,Martinez,james.martinez97@example.com,2024-04-20,Meta Ads,,San Francisco,United States,2025-04-26,2025-04-26,1,524.64,0.0,524.64,2,0,431.0,0.0,802
CUST00771,Isabella,Lee,isabella.lee51@example.com,2024-10-10,Google Ads,,Miami,United States,2025-04-16,2026-06-29,5,769.5699999999999,0.0,769.5699999999999,7,0,2.0,0.0,629
CUST00772,Sophia,Jones,sophia.jones76@example.com,2026-02-22,Google Ads,,New York,United States,2026-05-08,2026-05-08,1,151.9,0.0,151.9,1,0,54.0,0.0,129
CUST00773,Michael,Ramirez,michael.ramirez86@example.com,2025-02-17,Email,,Chicago,United States,2025-05-06,2025-05-06,1,64.6,0.0,64.6,1,0,421.0,0.0,499
CUST00774,Jacob,Smith,jacob.smith93@example.com,2025-05-24,Referral,,Miami,United States,2025-08-14,2026-06-30,5,1273.19,0.0,1273.19,10,0,1.0,0.0,403
CUST00775,Logan,Wilson,logan.wilson61@example.com,2025-02-01,Organic,,Denver,United States,2025-11-20,2026-04-01,3,350.15,0.0,350.15,3,0,91.0,0.0,515
CUST00776,Emily,Jackson,emily.jackson34@example.com,2024-12-17,Organic,,Houston,United States,2025-04-19,2026-04-28,3,587.86,0.0,587.86,4,0,64.0,0.0,561
CUST00777,Henry,Moore,henry.moore91@example.com,2026-03-14,Meta Ads,,San Francisco,United States,2026-03-14,2026-06-20,10,1794.8899999999999,0.0,1794.8899999999999,16,0,11.0,0.0,109
CUST00778,Harper,Martinez,harper.martinez31@example.com,2025-11-04,Organic,,Chicago,United States,2025-11-07,2026-04-05,5,621.85,0.0,621.85,6,0,87.0,0.0,239
CUST00779,James,Brown,james.brown70@example.com,2024-05-11,Organic,,Austin,United States,2025-02-01,2025-02-01,1,125.18,125.18,0.0,2,1,515.0,1.0,781
CUST00780,Elizabeth,Robinson,elizabeth.robinson33@example.com,2025-11-27,Organic,,Los Angeles,United States,2025-12-06,2026-05-13,6,1106.28,210.66,895.62,10,1,49.0,0.16666666666666666,216
CUST00781,Elijah,Lopez,elijah.lopez38@example.com,2026-02-01,Organic,,Seattle,United States,2026-02-11,2026-05-25,6,640.2,25.95,614.25,10,1,37.0,0.16666666666666666,150
CUST00782,Michael,Lewis,michael.lewis52@example.com,2025-01-15,Google Ads,,Miami,United States,2025-09-26,2025-09-26,1,269.08,0.0,269.08,1,0,278.0,0.0,532
CUST00783,Amelia,Ramirez,amelia.ramirez25@example.com,2025-04-26,Google Ads,,Denver,United States,2025-12-14,2025-12-14,1,102.33,0.0,102.33,1,0,199.0,0.0,431
CUST00784,Evelyn,Martin,evelyn.martin19@example.com,2025-04-28,Organic,,Austin,United States,2026-01-20,2026-06-29,3,236.09,0.0,236.09,3,0,2.0,0.0,429
CUST00785,Noah,Ramirez,noah.ramirez97@example.com,2025-01-25,Meta Ads,,Seattle,United States,2026-02-12,2026-02-12,1,82.6,0.0,82.6,1,0,139.0,0.0,522
CUST00786,Liam,Ramirez,liam.ramirez29@example.com,2024-05-20,Referral,,San Francisco,United States,2024-11-06,2025-08-08,2,141.64,0.0,141.64,4,0,327.0,0.0,772
CUST00787,Lucas,Jackson,lucas.jackson68@example.com,2024-05-26,Meta Ads,,Chicago,United States,2024-09-26,2026-02-01,2,333.63,0.0,333.63,2,0,150.0,0.0,766
CUST00788,Elizabeth,Williams,elizabeth.williams72@example.com,2024-12-06,Email,,Chicago,United States,2025-08-01,2025-08-01,1,145.56,0.0,145.56,1,0,334.0,0.0,572
CUST00789,Mia,Lee,mia.lee17@example.com,2024-01-05,Meta Ads,,Houston,United States,2024-04-26,2024-09-06,2,106.99,64.35,42.64,2,1,663.0,0.5,908
CUST00790,Elizabeth,Harris,elizabeth.harris31@example.com,2025-08-13,Organic,,Boston,United States,2025-09-04,2026-06-05,10,1469.05,164.41000000000003,1304.6399999999999,12,2,26.0,0.2,322
CUST00791,Michael,Harris,michael.harris21@example.com,2024-05-12,Email,,Seattle,United States,2025-03-05,2026-06-04,4,545.16,186.44,358.71999999999997,6,1,27.0,0.25,780
CUST00792,Charlotte,Wilson,charlotte.wilson71@example.com,2025-01-27,Google Ads,,Austin,United States,2025-05-07,2026-01-18,2,219.15,98.09,121.06,2,1,164.0,0.5,520
CUST00793,Sophia,White,sophia.white57@example.com,2024-01-15,Organic,,Austin,United States,2024-02-18,2024-02-18,1,91.04,0.0,91.04,1,0,864.0,0.0,898
CUST00794,Sophia,Smith,sophia.smith96@example.com,2024-01-05,Email,,Houston,United States,2026-03-23,2026-06-29,2,158.39,0.0,158.39,2,0,2.0,0.0,908
CUST00795,Elijah,Thompson,elijah.thompson54@example.com,2024-11-15,Google Ads,,Seattle,United States,2025-08-26,2025-08-26,1,257.02,0.0,257.02,1,0,309.0,0.0,593
CUST00796,Harper,Jackson,harper.jackson49@example.com,2024-06-20,Google Ads,,New York,United States,2024-07-25,2026-02-27,3,441.17,185.87,255.3,4,1,124.0,0.3333333333333333,741
CUST00797,James,Martinez,james.martinez68@example.com,2026-01-15,Meta Ads,,Austin,United States,2026-01-23,2026-06-17,8,814.61,297.39,517.22,8,2,14.0,0.25,167
CUST00798,Mia,Wilson,mia.wilson97@example.com,2024-05-17,Meta Ads,,Boston,United States,2024-05-29,2026-01-30,4,623.3399999999999,0.0,623.3399999999999,4,0,152.0,0.0,775
CUST00799,Benjamin,Harris,benjamin.harris34@example.com,2024-06-17,Referral,,Seattle,United States,2024-12-20,2025-10-30,2,65.46,0.0,65.46,2,0,244.0,0.0,744
CUST00800,Emma,Davis,emma.davis38@example.com,2026-01-14,Referral,,Houston,United States,2026-04-08,2026-05-15,2,586.29,0.0,586.29,3,0,47.0,0.0,168
CUST00801,Jacob,Smith,jacob.smith85@example.com,2025-05-31,Google Ads,,San Francisco,United States,2025-11-11,2026-06-20,4,264.58,0.0,264.58,4,0,11.0,0.0,396
CUST00802,Emily,Lee,emily.lee14@example.com,2025-01-19,Organic,,Miami,United States,2025-01-22,2026-04-18,7,1148.69,0.0,1148.69,12,0,74.0,0.0,528
CUST00803,Elizabeth,Moore,elizabeth.moore89@example.com,2024-02-19,Email,,New York,United States,2026-01-16,2026-01-16,1,183.53,183.53,0.0,1,1,166.0,1.0,863
CUST00804,Henry,Brown,henry.brown93@example.com,2024-01-21,Google Ads,,Los Angeles,United States,2024-02-16,2026-02-20,8,866.9300000000001,0.0,866.9300000000001,14,0,131.0,0.0,892
CUST00805,Lucas,Anderson,lucas.anderson58@example.com,2024-05-06,Meta Ads,,Boston,United States,2024-05-17,2026-04-24,6,1710.6,0.0,1710.6,15,0,68.0,0.0,786
CUST00806,Emily,Jones,emily.jones36@example.com,2025-12-12,Email,,New York,United States,2025-12-25,2025-12-25,1,45.51,0.0,45.51,1,0,188.0,0.0,201
CUST00807,James,Wilson,james.wilson94@example.com,2024-04-13,Email,,Miami,United States,2024-04-26,2024-06-02,3,250.31,72.91,177.4,4,1,759.0,0.3333333333333333,809
CUST00808,Alexander,Martin,alexander.martin99@example.com,2024-05-20,Meta Ads,,Los Angeles,United States,2024-08-09,2026-06-15,6,848.1500000000001,40.32,807.83,9,1,16.0,0.16666666666666666,772
CUST00809,Harper,White,harper.white89@example.com,2024-04-30,Google Ads,,Los Angeles,United States,2024-07-25,2026-06-16,9,1823.14,28.8,1794.3400000000001,13,1,15.0,0.1111111111111111,792
CUST00810,Mason,Miller,mason.miller87@example.com,2024-07-23,Organic,,Austin,United States,2024-09-19,2025-09-05,2,120.41999999999999,82.13,38.29,2,1,299.0,0.5,708
CUST00811,Sophia,Lopez,sophia.lopez62@example.com,2024-10-29,Google Ads,,Austin,United States,2026-01-30,2026-01-30,1,41.93,0.0,41.93,1,0,152.0,0.0,610
CUST00812,Mason,Robinson,mason.robinson36@example.com,2025-12-05,Referral,,San Francisco,United States,2025-12-13,2026-06-23,14,3302.0,0.0,3302.0,23,0,8.0,0.0,208
CUST00813,Elijah,Smith,elijah.smith11@example.com,2025-11-18,Google Ads,,Los Angeles,United States,2026-01-02,2026-04-22,3,231.31,0.0,231.31,3,0,70.0,0.0,225
CUST00814,Sofia,Jackson,sofia.jackson95@example.com,2025-05-20,Google Ads,,Los Angeles,United States,2025-07-09,2026-06-23,6,541.38,172.95,368.43,7,2,8.0,0.3333333333333333,407
CUST00815,Elizabeth,Taylor,elizabeth.taylor19@example.com,2026-01-10,Organic,,Miami,United States,2026-03-12,2026-05-12,4,394.81,0.0,394.81,5,0,50.0,0.0,172
CUST00816,Abigail,Davis,abigail.davis68@example.com,2024-10-30,Google Ads,,New York,United States,2026-02-14,2026-05-24,3,429.23,149.09,280.14,7,1,38.0,0.3333333333333333,609
CUST00817,Noah,Clark,noah.clark32@example.com,2024-02-10,Organic,,San Francisco,United States,2024-04-26,2026-06-13,10,787.44,0.0,787.44,11,0,18.0,0.0,872
CUST00818,Michael,Perez,michael.perez50@example.com,2025-03-12,Organic,,Los Angeles,United States,2025-06-01,2026-05-28,4,413.89,0.0,413.89,5,0,34.0,0.0,476
CUST00819,Daniel,Harris,daniel.harris15@example.com,2024-01-10,Organic,,Chicago,United States,2024-06-12,2026-05-09,8,1558.76,657.39,901.37,11,2,53.0,0.25,903
CUST00820,Mia,Lopez,mia.lopez66@example.com,2025-09-28,Google Ads,,Los Angeles,United States,2025-10-07,2026-06-30,14,2005.77,552.9300000000001,1452.84,20,2,1.0,0.14285714285714285,276
CUST00821,Benjamin,Clark,benjamin.clark53@example.com,2024-07-06,Google Ads,,Seattle,United States,2024-08-14,2026-05-10,3,488.78,0.0,488.78,6,0,52.0,0.0,725
CUST00822,Amelia,Rodriguez,amelia.rodriguez59@example.com,2025-12-07,Organic,,Seattle,United States,2025-12-20,2026-06-24,16,2215.63,197.92000000000002,2017.71,25,2,7.0,0.125,206
CUST00823,Abigail,Lewis,abigail.lewis31@example.com,2024-04-25,Google Ads,,New York,United States,2025-12-10,2026-01-03,2,230.56,0.0,230.56,2,0,179.0,0.0,797
CUST00824,Daniel,Garcia,daniel.garcia23@example.com,2025-03-02,Referral,,Boston,United States,2026-01-04,2026-01-04,1,29.87,29.87,0.0,1,1,178.0,1.0,486
CUST00825,Michael,Jackson,michael.jackson96@example.com,2025-03-24,Google Ads,,Seattle,United States,2026-05-30,2026-05-30,1,71.28,0.0,71.28,1,0,32.0,0.0,464
CUST00826,Elizabeth,Lopez,elizabeth.lopez88@example.com,2024-01-30,Organic,,Chicago,United States,2024-08-11,2025-04-15,3,470.15,0.0,470.15,5,0,442.0,0.0,883
CUST00827,Mason,Robinson,mason.robinson72@example.com,2024-04-25,Organic,,Boston,United States,2025-11-09,2025-11-09,1,238.77,0.0,238.77,2,0,234.0,0.0,797
CUST00828,Liam,Williams,liam.williams43@example.com,2025-11-01,Meta Ads,,Austin,United States,2025-12-27,2026-05-28,5,607.22,74.01,533.21,8,1,34.0,0.2,242
CUST00829,Elizabeth,White,elizabeth.white83@example.com,2026-01-11,Email,,San Francisco,United States,2026-05-29,2026-06-15,3,314.1,0.0,314.1,4,0,16.0,0.0,171
CUST00830,Harper,Taylor,harper.taylor98@example.com,2025-12-18,Email,,Seattle,United States,2026-05-13,2026-05-13,1,106.76,0.0,106.76,1,0,49.0,0.0,195
CUST00831,Henry,White,henry.white41@example.com,2025-05-08,Meta Ads,,Seattle,United States,2025-06-01,2026-03-05,4,777.0,0.0,777.0,8,0,118.0,0.0,419
CUST00832,Ava,Clark,ava.clark81@example.com,2025-09-19,Google Ads,,Chicago,United States,2025-10-04,2026-06-22,20,3347.18,469.41999999999996,2877.76,34,2,9.0,0.1,285
CUST00833,Harper,Ramirez,harper.ramirez70@example.com,2025-05-22,Organic,,Los Angeles,United States,2025-05-25,2026-04-27,9,1635.78,589.25,1046.53,14,2,65.0,0.2222222222222222,405
CUST00834,Elizabeth,Thomas,elizabeth.thomas51@example.com,2024-09-03,Meta Ads,,Miami,United States,2026-04-12,2026-04-12,1,257.2,0.0,257.2,1,0,80.0,0.0,666
CUST00835,Liam,Taylor,liam.taylor38@example.com,2025-07-17,Email,,Seattle,United States,2025-08-16,2026-06-26,13,1342.63,178.74,1163.8899999999999,16,3,5.0,0.23076923076923078,349
CUST00836,Sofia,Davis,sofia.davis20@example.com,2025-04-15,Meta Ads,,Denver,United States,2025-08-30,2026-06-27,4,810.32,0.0,810.32,7,0,4.0,0.0,442
CUST00837,Amelia,Williams,amelia.williams73@example.com,2025-04-02,Meta Ads,,Boston,United States,2025-07-02,2026-04-02,8,1173.92,0.0,1173.92,12,0,90.0,0.0,455
CUST00838,Jacob,Lee,jacob.lee12@example.com,2024-04-15,Meta Ads,,New York,United States,2024-11-19,2026-02-25,4,457.37,0.0,457.37,4,0,126.0,0.0,807
CUST00839,Ethan,Moore,ethan.moore10@example.com,2024-04-03,Organic,,Denver,United States,2024-04-05,2024-04-05,1,810.27,0.0,810.27,3,0,817.0,0.0,819
CUST00840,Abigail,Martinez,abigail.martinez75@example.com,2025-07-29,Google Ads,,Boston,United States,2025-10-22,2026-04-09,4,387.59,69.2,318.39,6,1,83.0,0.25,337
CUST00841,Mia,Lopez,mia.lopez16@example.com,2024-08-16,Organic,,San Francisco,United States,2024-08-22,2026-05-26,11,2569.58,888.02,1681.56,21,5,36.0,0.45454545454545453,684
CUST00842,Ethan,Harris,ethan.harris89@example.com,2025-09-06,Meta Ads,,San Francisco,United States,2025-09-06,2026-06-11,6,488.98,176.33,312.65,6,1,20.0,0.16666666666666666,298
CUST00843,Emily,Anderson,emily.anderson24@example.com,2024-04-09,Organic,,Houston,United States,2024-09-12,2026-06-14,4,394.02,0.0,394.02,4,0,17.0,0.0,813
CUST00844,Emma,Hernandez,emma.hernandez55@example.com,2025-10-10,Referral,,Miami,United States,2025-10-19,2026-05-28,24,4901.32,1099.3899999999999,3801.93,40,7,34.0,0.2916666666666667,264
CUST00845,Ethan,Taylor,ethan.taylor57@example.com,2025-12-19,Google Ads,,Chicago,United States,2026-02-04,2026-06-25,4,889.47,233.35,656.12,6,1,6.0,0.25,194
CUST00846,Mason,Jones,mason.jones62@example.com,2024-04-19,Google Ads,,Houston,United States,2025-02-05,2025-07-17,2,688.8,0.0,688.8,4,0,349.0,0.0,803
CUST00847,Sophia,Brown,sophia.brown60@example.com,2024-08-08,Meta Ads,,Houston,United States,2024-10-24,2026-06-13,16,1817.28,243.59,1573.69,20,2,18.0,0.125,692
CUST00848,Emily,Hernandez,emily.hernandez23@example.com,2026-02-14,Meta Ads,,Denver,United States,2026-05-21,2026-06-25,2,228.32999999999998,0.0,228.32999999999998,2,0,6.0,0.0,137
CUST00849,Noah,Harris,noah.harris67@example.com,2025-04-13,Email,,Austin,United States,2025-09-18,2025-09-18,1,58.59,0.0,58.59,1,0,286.0,0.0,444
CUST00850,Ava,Thomas,ava.thomas10@example.com,2025-06-27,Organic,,Austin,United States,2025-09-25,2025-12-01,2,108.43,84.22,24.21,3,1,212.0,0.5,369
CUST00851,Logan,Wilson,logan.wilson84@example.com,2025-05-09,Referral,,Chicago,United States,2026-02-16,2026-02-16,1,54.19,0.0,54.19,1,0,135.0,0.0,418
CUST00852,Emily,Jackson,emily.jackson32@example.com,2026-01-18,Organic,,Los Angeles,United States,2026-02-03,2026-06-30,5,583.85,120.82,463.03,6,2,1.0,0.4,164
CUST00853,Charlotte,Perez,charlotte.perez86@example.com,2025-09-12,Organic,,Austin,United States,2025-09-30,2026-05-18,12,2008.58,114.66,1893.92,16,2,44.0,0.16666666666666666,292
CUST00854,Avery,Gonzalez,avery.gonzalez63@example.com,2025-09-15,Referral,,Houston,United States,2026-04-23,2026-04-23,1,268.14,0.0,268.14,1,0,69.0,0.0,289
CUST00855,Isabella,Gonzalez,isabella.gonzalez53@example.com,2024-10-28,Meta Ads,,Chicago,United States,2024-11-27,2026-05-20,6,1060.44,295.47,764.97,8,2,42.0,0.3333333333333333,611
CUST00856,Ava,Wilson,ava.wilson87@example.com,2025-12-17,Organic,,Austin,United States,2026-02-05,2026-04-03,2,45.29,0.0,45.29,2,0,89.0,0.0,196
CUST00857,James,Clark,james.clark99@example.com,2025-07-14,Organic,,Austin,United States,2025-08-18,2026-06-26,7,1257.6100000000001,0.0,1257.6100000000001,8,0,5.0,0.0,352
CUST00858,Abigail,Miller,abigail.miller35@example.com,2024-08-02,Email,,Miami,United States,2024-08-10,2026-05-07,9,1453.77,0.0,1453.77,13,0,55.0,0.0,698
CUST00859,Henry,Lopez,henry.lopez96@example.com,2024-05-15,Referral,,Chicago,United States,2025-07-12,2025-07-12,1,97.17,0.0,97.17,1,0,354.0,0.0,777
CUST00860,Harper,Moore,harper.moore98@example.com,2025-10-14,Meta Ads,,Los Angeles,United States,2026-02-02,2026-06-14,2,315.72,100.89,214.83,4,1,17.0,0.5,260
CUST00861,Elizabeth,Lopez,elizabeth.lopez81@example.com,2025-05-06,Email,,Seattle,United States,2025-05-16,2026-01-26,4,546.21,470.61,75.6,7,3,156.0,0.75,421
CUST00862,Henry,White,henry.white78@example.com,2024-10-19,Organic,,Seattle,United States,2024-11-13,2026-05-17,18,1919.83,64.36,1855.47,19,1,45.0,0.05555555555555555,620
CUST00863,Michael,Smith,michael.smith76@example.com,2024-04-19,Google Ads,,Chicago,United States,2024-06-17,2026-06-23,4,595.09,0.0,595.09,6,0,8.0,0.0,803
CUST00864,Liam,Perez,liam.perez17@example.com,2024-07-23,Google Ads,,Chicago,United States,2024-08-22,2026-06-18,6,917.73,0.0,917.73,10,0,13.0,0.0,708
CUST00865,James,Perez,james.perez42@example.com,2024-05-29,Organic,,Miami,United States,2025-02-02,2026-05-24,4,763.75,0.0,763.75,6,0,38.0,0.0,763
